873;0;
872;0-(72);
863;0-(74);
798;0/1;
752;0\2-3;
171;0-1;
753;0-1/3;
537;0-1/3-4;
808;0-1/4-5;
725;0-1\2-3;
733;0-1\5-6;
912;0-12;
520;0-2;
887;0-24;
216;0-3;
223;0-6;
421;08;
433;08-10;
224;0-9;
114;1;
864;1-(84);
377;1,5;
249;1,5-2;
121;10;
652;10;
447;100;
800;100*100;
154;10-11;
1070;10-11/11-12;
1256;10-11/11-12/12-13/13-14/1;
526;10-11/12-13;
748;10-11/14-15;
495;10-11\13-14;
717;10-11\14-15;
902;10-11\16-17;
225;10-12;
401;10-13;
409;10-14;
704;10-16;
2;102;
122;104;
177;104-110;
277;104-110;
432;104-112;
334;104-116;
596;104-122;
534;104-128;
920;104-134;
183;108-113;
201;11;
869;11-(146);
228;1-1,5;
1252;1-1.5/3-4;
3;110;
233;110;
146;110-116;
269;110-116;
394;110-122;
530;110-128;
769;110-134;
235;110-140;
923;110-150;
178;11-12;
1259;11-12\12-13;
716;11-12\13-14;
1049;11-12\14-15;
718;11-12\15-16;
1264;11-12-13-14-15;
458;11-13;
703;11-14;
11;11-15;
1042;11-16;
1052;11-19;
360;112-120;
191;112-124;
4;114;
148;116;
167;116;
234;116;
727;116\122-152\156;
194;116-122;
804;116-122\128-134;
604;116-122\134-140;
218;116-128;
515;116-134;
532;116-140;
810;116-146;
915;116-158;
891;116-164;
163;118;
134;12;
172;1-2;
1253;1-2/2-3/3-4/4-5/5-6;
570;1-2/3-4;
1266;1-2/3-4/5-6/7-8;
486;1-2/4-5;
1033;1-2/4-6;
862;1-2/5-6;
973;1-2/6-7;
568;1-2/7-8;
587;1-2\2-3;
260;120;
434;120-128;
1055;120-150;
911;120-160;
184;12-13;
1036;12-13/13-14;
799;12-13/14-15;
584;12-13/15-16;
226;12-14;
437;12-15;
607;12-16;
307;12-18;
538;12-18/5-6;
5;122;
256;122;
147;122-128;
850;122-134;
492;122-140;
613;122-146;
765;122-152;
888;122-158;
842;122-164;
625;124;
190;124-136;
1032;126-144;
6;128;
248;128;
263;128-134;
1262;128-134-140-146-152;
195;128-135;
335;128-140;
1096;128-140/152-164;
894;128-146;
525;128-152;
785;128-152;
813;128-158;
786;128-164;
726;128-176;
202;13;
230;1-3;
439;1-3;
870;13-(158);
259;130;
964;130-150;
877;130-162;
155;13-14;
1060;13-14\15-16;
417;13-15;
325;13-16;
759;13-18;
624;132;
158;134;
247;134;
159;134-140;
1028;134-140/146-152;
770;134-140/152-158;
527;134-146;
463;134-152;
521;134-158;
814;134-164;
1025;134-170;
773;134-176;
196;135-140;
623;136;
189;136-146;
133;14;
287;1-4;
7;140;
255;140;
185;140-146;
603;140-146\158-164;
1204;140-146-152-158;
336;140-152;
582;140-158;
605;140-164;
878;140-170;
514;140-176;
512;14-12;
220;14-15;
1047;14-15\15-16;
227;14-16;
1050;14-19;
620;144;
162;146;
160;146-152;
188;146-156;
843;146-158;
802;146-164;
947;146-172;
656;146-176;
621;148;
203;15;
586;1-5;
258;150;
208;15-16;
8;152;
397;152-157;
186;152-158;
337;152-164;
954;152-170;
531;152-176;
622;156;
187;156-162;
9;158;
161;158-164;
1027;158-170;
655;158-176;
175;16;
599;1-6;
257;160;
1056;160-170;
490;16-17;
270;16-18;
450;162;
398;162-167;
169;164;
276;164-170;
699;164-176;
451;168;
206;17;
1268;1-7;
168;170;
193;170-176;
209;17-18;
170;176;
314;176-182;
132;18;
747;1-8;
452;182;
212;18-20;
376;18-23;
405;18-24;
1029;18-36;
210;19;
115;2;
139;20;
135;20-22;
921;20-25;
207;21;
1057;2-10;
140;22;
211;22-24;
997;22-36;
995;22-44;
996;22-44;
648;23;
149;2-3;
518;2-3/3-4;
577;2-3/4-5;
1166;2-3/4-5/5-7/7-9;
485;2-3/5-6;
771;2-3/6-7;
1127;2-3/7-9;
903;2-3\10-11;
597;2-3\7-8;
901;2-3\8-9;
1069;23-25;
136;24;
213;2-4;
829;24-25/28-29;
977;24-26;
660;24-32;
406;24-36;
649;25;
528;2-5;
124;26;
823;2-6;
1125;26.28;
412;26-30;
922;26-31;
701;27;
608;2-7;
126;28;
904;2-8;
1007;28,32;
966;28,34;
827;28-29/32-33;
476;28-30;
478;28-34;
609;28-36;
946;28-38;
661;28-44;
913;2-9;
1068;29-31;
116;3;
865;3-(94);
125;30;
679;30-31;
828;30-31/34-35;
404;30-32;
766;3-10;
837;3-10;
123;32;
988;32,34,36;
680;32-33;
477;32-36;
792;32-40;
128;34;
164;3-4;
1124;34.36;
1257;3-4/4-5/5-6/6-7/7-8;
751;3-4/9-10;
945;3-4\4-5;
588;3-4\5-6;
493;3-4\6-7;
732;3-4\7-8;
1030;3-4\8-9;
681;34-35;
232;3-5;
1167;3-5/5-7/7-9/10-12;
1114;3-5\10-12;
731;3-5\7-9;
729;3-5\8-10;
103;36;
130;36;
219;3-6;
682;36-37;
399;36-40;
807;36-42;
602;36-44;
825;36-46;
659;36-48;
571;3-7;
127;38;
821;3-8;
836;3-8;
315;38-42;
611;38-44;
1039;38-46;
117;4;
908;4\7-8;
906;4\8-9;
97;40;
129;40;
960;40-42;
400;40-44;
794;40-46;
705;40-48;
809;40-50;
1054;4-10;
1009;4-12;
1053;4-14;
131;42;
793;42-44;
925;42-50;
94;44;
961;44-46;
150;4-5;
1005;4-5/11-12;
536;4-5/6-7;
529;4-5/7-8;
585;4-5/9-10;
579;4-5\5-6;
601;4-5\8-9;
106;46;
214;4-6;
801;4-6\8-9;
962;46-48;
1192;4-6-8-10-12;
408;4-7;
95;48;
581;4-8;
963;48-50;
1037;4-9;
118;5;
866;5-(106);
846;50;
849;50-62;
1066;50-65;
107;50-68;
885;50-74;
1040;5-10;
942;5-11;
824;5-12;
941;5-12;
860;5-13;
96;52;
919;52-56;
918;52-68;
108;54;
98;56;
166;5-6;
657;5-6/13-14;
575;5-6/6-7;
1254;5-6/6-7/7-8/8-9/9-10;
519;5-6/7-8;
1170;5-6/7-8/9-10/11-12;
487;5-6/8-9;
730;5-6\11-12;
715;5-6\9-10;
407;56-62;
861;56-62;
848;56-68;
917;56-74;
916;56-80;
881;56-86;
890;56-98;
173;5-7;
874;5-7/7-9;
319;58;
288;5-8;
795;5-9;
119;6;
1263;6/7/8/9/9-10;
99;60;
1063;60-70;
1105;60-75;
882;60-76;
1104;60-80;
651;6-10;
1051;6-11;
580;6-12;
112;62;
841;62-104;
893;62-110;
306;62-68;
522;62-74;
854;62-80;
595;62-86;
886;62-92;
589;62-98;
100;64;
313;65;
1102;65-75;
1065;65-80;
456;66;
151;6-7;
1026;6-7/7-8;
484;6-7/9-10;
719;6-7\10-11;
803;6-7\11-12;
994;6-7\12-13;
782;6-7\8-9;
101;68;
215;6-8;
1034;6-8/8-10;
1035;6-8/9-11;
889;68-116;
332;68-74;
1095;68-74/80-86;
847;68-80;
583;68-86;
812;68-92;
884;68-98;
217;6-9;
145;7;
867;7-(116);
312;70;
1073;70-80;
1106;70-85;
402;7-10;
606;7-11;
600;7-12;
1058;7-13;
905;7-14;
102;72;
157;74;
851;74-104;
853;74-110;
856;74-116;
113;74-80;
1099;74-80/80-86;
431;74-86;
591;74-92;
590;74-98;
311;75;
1101;75,80,85,90;
1107;75-85;
1067;75-90;
104;76;
179;77-82;
165;7-8;
231;7-8;
772;7-8/10-11;
702;7-8/13-14;
1046;7-8/8-9;
1255;7-8/8-9/9-10/10-11/11-12;
494;7-8/9-10;
1260;7-8/9-10/10-11/11-12/12-1;
728;7-8\11-12;
1267;7-8-9-10-11;
229;7-9;
120;8;
914;8/9;
105;80;
971;80-100;
764;80-104;
970;80-104;
787;80-110;
857;80-116;
844;80-128;
883;80-134;
278;80-86;
1074;80-90;
523;80-92;
535;80-98;
221;8-10;
1044;8-11;
573;8-12;
1045;8-13;
774;8-14;
612;8-16;
141;81-86;
880;82-116;
879;82-98;
180;83-89;
109;84;
310;85;
156;86;
517;86-104;
654;86-110;
768;86-116;
892;86-128;
858;86-140;
142;86-92;
767;86-92/104-110;
361;86-98;
110;88;
152;8-9;
533;8-9/11-12;
909;8-9/12;
576;8-9/12-13;
1258;8-9/9-10/10-11/11-12/12-1;
593;8-9\10-11;
572;8-9\13-14;
907;8-9\15-16;
1265;8-9-10-11-12;
174;9;
868;9-(128);
569;9/12;
309;90;
1031;90-114;
876;90-130;
181;90-97;
153;9-10;
488;9-10/12-13;
926;9-10/15-16;
750;9-10\11-12;
540;9-10\13-14;
1251;9-10-11-12-13;
436;9-11;
875;9-11/11-13;
289;9-12;
615;9-13;
967;9-14;
10;92;
333;92-104;
1085;92-104/128-140;
1072;92-104/152-164;
516;92-110;
594;92-116;
513;92-122;
805;92-128;
940;92-140;
491;92-146;
1071;92-164;
143;92-98;
11;94;
763;96-128;
12;98;
144;98-104;
1261;98-104-110-116-122;
182;98-107;
524;98-110;
192;98-112;
539;98-116;
574;98-122;
811;98-128;
910;98-134;
855;98-140;
245;08;
240;128-134;
1004;14;
955;14-16;
1017;16;
956;16-18;
446;170-176;
957;18-20;
1016;20;
958;20-22;
264;21-23;
1234;21-26;
265;23;
236;23-25;
272;23-25;
776;23-25;
775;23-25/27-29;
479;24;
480;24-26;
242;25;
268;25-27;
777;25-27/27-29;
981;25-29;
1236;26-31;
241;27;
267;27-29;
1015;27-29;
481;27-30;
1014;28-30;
243;29;
320;29-31;
430;30-31;
321;31;
330;31-33;
991;31-35;
1235;31-36;
482;32-34;
938;32-35;
483;34-36;
419;35-37;
932;35-39;
1233;35-40;
329;35-41;
366;36-38;
939;36-39;
465;36-40;
859;36-41;
420;37-39;
1103;37-40;
989;37-41;
990;37-42;
271;39-41;
295;39-42;
1222;39-42/43-46;
796;40-41;
464;40-44;
367;40-45;
429;41-43;
457;41-44;
965;41-45;
1242;41-46;
1219;41-47;
1238;41-48;
297;42-43;
754;42-45;
1003;42-46;
296;43-45;
298;43-46;
797;44-45;
443;48-50;
444;52-54;
445;56-62;
237;62-68;
238;68-74;
239;80-86;
1206;8-10;
262;92-98;
618;100;
1199;100/110/120;
547;100D;
557;100DD;
790;100Е-110Е;
619;105;
546;105D;
556;105DD;
791;105F-115F;
562;110DD;
1154;2XL/3XL/4XL;
714;34B-38B;
496;34C;
497;36C;
713;36C-40C;
498;36D;
499;36DD;
552;38/85;
500;38C;
501;38D;
502;38DD;
503;38E;
551;40/90;
504;40C;
505;40D;
506;40DD;
507;40E;
508;40F;
550;42/95;
509;42D;
510;42DD;
511;42E;
549;44/100;
1159;5-6-3/7-8-3/9-10-3/11-12-;
1164;5XL/6XL/7XL;
1246;70/75/75/80/80/85;
1185;70/75/80;
543;70A;
1020;70A-B;
542;70B;
936;70B-80B;
788;70C;
1021;70C-D;
1019;70D;
710;70А-80А;
871;70А-85А;
706;70В-85В;
565;75;
1228;75/75/80/80/85/85;
1189;75/75/85;
1230;75/80/80/85/85/90;
1171;75/80/85;
1231;75/80/85/85/90/95;
1172;75/80/85/90;
1173;75/80/85/90/95;
630;75-85;
643;75-90;
1162;75-95;
628;75C-85C;
629;75C-90C;
1023;75C-D;
470;75D;
647;75D-90D;
999;75D-95D;
1000;75E-100E;
783;75F-90F;
1001;75H-100H;
467;75А;
711;75А-85А;
1022;75А-B;
468;75В;
934;75В-100В;
626;75В-85В;
707;75В-90В;
469;75С;
563;80;
1188;80/80/85;
1248;80/80/85/90/90/95;
1226;80/85/85/90/90/95;
1250;80/85/85/90/95/95;
1175;80/85/90;
1229;80/85/90/90/95/100;
1243;80/85/90/90/95/95;
1174;80/85/90/95/100;
1193;80/85/90/95/100/105;
1195;80/90/100;
644;80-100;
642;80-90;
634;80-95;
541;80A;
1024;80A-B;
1184;80B-105B;
969;80B-90B;
1139;80B-95B;
632;80C-90C;
641;80C-95C;
473;80D;
633;80D-100D;
646;80D-105D;
627;80D-95D;
561;80DD;
998;80G-105G;
1002;80H-100H;
471;80В;
640;80Е-100Е;
645;80Е-105Е;
653;80Е-95Е;
472;80С;
1220;80С-100С;
564;85;
1201;85/100/110;
1181;85/90/95;
1247;85/90/95/100/105/110;
1196;85/95/105;
1187;85/95/95;
658;85-100;
639;85-110;
637;85B-95B;
1138;85C-100C;
1182;85C-110C;
708;85C-95C;
489;85D;
631;85D-100D;
935;85D-105D;
1134;85D-110D;
760;85D-95D;
560;85DD;
474;85В;
784;85Е-105Е;
475;85С;
617;90;
1197;90/100/110;
1245;90/90/95/100/100/105;
1180;90/95/100;
1200;90/95/105;
1227;90/95/95/100/100/105;
1137;90-115;
545;90B;
544;90C;
1218;90C-100C;
566;90D;
638;90D-100D;
1140;90D-105D;
559;90DD;
709;90Е-100Е;
616;95;
1186;95/100/105;
1194;95/100/105/110/115/120;
1198;95/105/115;
1244;95/95/100/100/105/110;
636;95-110;
1135;95-115;
567;95C;
548;95D;
789;95D-105D;
635;95D-110D;
1183;95D-120D;
558;95DD;
712;95Е-105Е;
1136;95Е-110Е;
610;C40/90;
555;D40/90;
554;D42/95;
553;D44/100;
1190;L/XL;
1152;L/XL/2XL;
1149;L/XL/2XL/3X;
1158;M/L/XL;
1165;M/L/XL/2XL;
1148;M-3/L-3/XL-3/2XL-3;
1145;M-L/XL-2XL;
1146;M-L/XL-3XL;
1161;M-L-6/XL-2XL-6;
1157;S/M;
1156;S/M/L;
1163;S/M/L/XL;
1141;S-M/L-XL;
1160;S-M/L-XL;
1151;S-M-6/L-XL-6;
1153;XL/2XL;
1155;XL/2XL/3XL;
1150;XL/2XL/3XL/4XL;
1008;190-220;
974;20-21/26-27;
948;20-27;
838;22-23/26-27;
953;22-30;
693;24-25;
826;24-25/28-29;
944;24-29;
952;24-30;
762;25-26;
694;26-27;
931;26-30;
684;27;
720;27-28;
685;28;
695;28-29;
980;28-29/31-32;
831;28-29/32-33;
975;28-29/33-34;
0;28-35;
686;29;
721;29-30;
781;30;
696;30-31;
830;30-31/34-35;
972;30-31/36-37;
930;30-35;
780;31;
722;31-32;
933;31-35;
1043;31-36;
778;32;
697;32-33;
689;33;
723;33-34;
690;34;
698;34-35;
691;35;
761;35-36;
928;35-36/39-40;
949;35-41;
669;36;
674;36-37;
832;36-37/40-41;
951;36-40;
835;36-41;
670;37;
687;37-38;
976;37-38/41-42;
959;37-40;
1011;37-41;
1012;37-42;
671;38;
683;38-39;
978;38-39/42-43;
672;39;
688;39-40;
840;39-40/45-46;
1010;39-42;
673;40;
675;40-41;
929;40-41/44-45;
834;40-41/45-46;
927;40-45;
950;40-46;
664;41;
692;41-42;
839;41-42/45-46;
943;41-45;
1131;41-46;
665;42;
676;42-43;
666;43;
677;43-44;
667;44;
700;44-45;
833;44-45/48-49;
668;45;
678;45-46;
724;46;
968;46-47/50-51;
1129;47-50;
441;10XL;
442;11XL;
14;1XL;
15;2XL;
1121;2XL-4XL;
1092;2XL-5XL;
341;2XL-6XL;
1094;2XL-9XL;
388;32;
284;34;
250;36;
395;36/38;
251;38;
396;38/40;
16;3XL;
403;3XL/4XL;
1089;3XL-5XL;
1088;3XL-8XL;
344;4 XL-5XL;
1116;4 XL-6XL;
252;40;
326;40/42;
253;42;
392;42/44;
1083;42/48;
285;43;
275;44;
327;44/46;
279;46;
204;46/48;
393;46/48;
280;48;
18;48/50;
328;48/50;
1084;48-54;
992;48-56;
17;4XL;
1130;4XL-5XL;
1120;4XL-7XL;
281;50;
20;50/52;
540;50-60;
282;52;
21;52/54;
283;54;
22;54/56;
286;56;
23;56/58;
316;58;
440;58/60;
19;5XL;
1081;5XL-6XL;
1077;5XL-7XL;
317;60;
318;62;
386;64;
389;66;
390;68;
111;6XL;
422;6XL;
1093;6XL-9XL;
197;7 XL;
1064;7 XL-9XL;
391;70;
198;8 XL;
1076;8XL-10XL;
423;9 XL;
1090;9XL-11XL;
24;L;
820;L/3XL;
924;L/4XL;
449;L/5XL;
25;L/XL;
343;L/XXL;
1062;L-2XL;
1128;L-4XL;
342;L-6XL;
1082;L-9XL;
26;M;
27;M/L;
819;M-2XL;
1091;M-4XL;
339;M-XL;
338;M-XXL;
28;S;
29;S/M;
822;S/XL;
1061;S-2XL;
1143;S-L;
1142;S-M;
852;S-XL;
30;XL;
31;XL/5XL;
254;XL/XXL;
1144;XL-2XL;
1115;XL-3XL;
1117;XL-4XL;
1100;XL-5XL;
345;XL-6XL;
340;XL-7XL;
32;XS;
845;XS-XL;
33;XXL;
222;XXS;
34;XXXL;
35;XXXXL;
36;XXXXXL;
38;1;
39;2;
453;20;
454;21;
455;22;
448;23;
176;24;
895;24-32;
40;25;
424;25-26;
756;25-30;
896;25-32;
41;26;
757;26-30;
897;26-32;
42;27;
425;27-28;
758;27-30;
898;27-32;
43;28;
734;28-30;
899;28-32;
1059;28-33;
1119;28-36;
44;29;
426;29-30;
900;29-32;
1109;29-38;
45;3;
46;30;
755;30-30;
735;30-32;
741;30-34;
1110;30-38;
1118;30-40;
47;31;
427;31-32;
1108;31-36;
1111;31-38;
48;32;
736;32-32;
742;32-34;
1112;32-38;
49;33;
984;33-32;
428;33-34;
1113;33-38;
50;34;
737;34-32;
985;34-33;
743;34-34;
51;35;
52;36;
738;36-32;
986;36-33;
744;36-34;
53;37;
54;38;
739;38-32;
987;38-33;
745;38-34;
322;39;
55;4;
56;40;
749;40;
740;40-32;
746;40-34;
261;41;
57;42;
290;43;
58;44;
59;46;
60;48;
61;50;
62;52;
63;54;
64;56;
65;58;
66;60;
205;62;
138;64;
418;26;
413;2XL;
349;2XL/L;
348;2XL/R;
414;3XL;
351;3XL/L;
350;3XL/R;
364;44/170;
378;46;
368;46/170;
379;48;
371;48/170;
415;4XL;
380;50;
363;50/170;
381;52;
373;52/170;
382;54;
372;54/170;
383;56;
369;56/170;
384;58;
370;58/170;
416;5XL;
385;60;
374;60/170;
365;62/170;
438;6XL;
459;7XL;
461;8XL;
462;9XL;
357;L/L;
358;L/R;
375;L/S;
356;M/L;
355;M/R;
359;M/S;
347;S/L;
352;S/R;
346;S/S;
354;XL/L;
353;XL/R;
68;L;
69;M;
70;S;
71;XL;
246;XS;
72;XXL;
73;М;
435;220*240;
1241;25-30;
1240;28-33;
274;2XL;
1209;2XL-3XL-4XL-5XL;
1191;2XL-3XL-4XL-5XL-6XL;
304;38;
273;3XL;
1048;3XL-4XL;
1202;3XL-4XL-5XL-6XL;
1122;3XL-5XL;
305;40;
92;42;
1098;42-48;
1097;42-48/48-54;
302;44;
93;46;
1208;46-48-50-52-54;
303;48;
1179;48-50-52-54-56;
1223;48-50-52-54-56-58;
1087;48-54;
74;4XL;
300;50;
299;52;
323;54;
1086;54-60;
324;56;
650;58;
387;5XL;
411;5XL;
410;5ХL;
806;60;
362;6XL;
614;7XL;
460;8XL;
75;L;
76;L;
294;L;
1126;L-2XL;
818;L-3XL;
1080;L-5XL;
1075;L-7XL;
1079;L-9XL;
77;L-XL;
199;L-XXL;
817;L-XXL;
78;M;
79;M;
293;M;
301;M 1;
1169;M/L/XL;
815;M-2XL;
1133;M-L;
1013;M-L-XL;
1178;M-L-XL-2XL-3XL;
1224;M-L-XL-2XL-3XL-4XL;
1147;M-L-XL-XXL;
937;M-XL;
983;M-XXL;
80;S;
292;S;
1168;S/M/L/XL;
82;S-M;
1225;S-M/S-M/L-XL/L-XL;
1205;S-M-L;
1210;S-M-L-XL;
1203;S-M-L-XL-2XL;
1217;S-M-M;
1232;S-M-M-L-L-XL;
1215;S-M-M-L-XL;
1221;S-M-M-L-XL-XL;
1214;S-M-XL-XL-XL;
1239;S-S-M-M-L;
1216;S-S-M-M-L-L;
1211;S-S-M-M-L-XL;
1213;S-S-S-M-L-XL;
1212;S-S-S-S-L-XL;
816;S-XL;
81;S-XXL;
83;XL;
1038;XL;
1237;XL-2XL-3XL-4XL;
1207;XL-2XL-3XL-4XL-5XL;
200;XL-3XL;
1123;XL-3XL;
1132;XL-4XL;
1078;XL-7XL;
84;XL-XXL;
85;XS;
291;XS;
86;XS-S;
982;XS-XXL;
87;XXL;
88;XXL;
308;XXS;
89;XXXL;
90;XXXL;
91;XXXXL;
266;XXXXL;